,1.水声,2.鸟鸣虫叫,3.风声,4.喧闹声,5.生活声,6.音乐歌曲声,7.汽车声,8.机器声,9.其他
1,0.10330578512396695,0.9669421487603306,0.1487603305785124,0.371900826446281,0.5495867768595041,0.012396694214876033,0.08264462809917356,0.14049586776859505,0.008264462809917356
2,0.6322314049586777,0.4132231404958678,0.08264462809917356,0.08264462809917356,0.04132231404958678,0.004132231404958678,0.756198347107438,0.6983471074380165,0.008264462809917356
3,0.004132231404958678,0.024793388429752067,0.09917355371900827,0.3347107438016529,0.871900826446281,0.004132231404958678,0.9545454545454546,0.24793388429752067,0.0
4,0.0,0.004132231404958678,0.008264462809917356,0.25206611570247933,0.5454545454545454,0.9793388429752066,0.008264462809917356,0.0371900826446281,0.004132231404958678
5,0.9710743801652892,0.4834710743801653,0.19834710743801653,0.23140495867768596,0.78099173553719,0.004132231404958678,0.012396694214876033,0.01652892561983471,0.004132231404958678
6,0.3512396694214876,0.48760330578512395,0.9256198347107438,0.0371900826446281,0.02066115702479339,0.004132231404958678,0.008264462809917356,0.03305785123966942,0.09090909090909091
7,0.859504132231405,0.9297520661157025,0.045454545454545456,0.08264462809917356,0.8016528925619835,0.0,0.004132231404958678,0.024793388429752067,0.004132231404958678
8,0.9669421487603306,0.2809917355371901,0.08264462809917356,0.01652892561983471,0.05785123966942149,0.0,0.4628099173553719,0.4669421487603306,0.028925619834710745
9,0.024793388429752067,0.9752066115702479,0.0371900826446281,0.03305785123966942,0.024793388429752067,0.004132231404958678,0.4462809917355372,0.7107438016528925,0.008264462809917356
10,0.03305785123966942,1.0,0.17355371900826447,0.02066115702479339,0.004132231404958678,0.0,0.004132231404958678,0.045454545454545456,0.02066115702479339
11,0.02066115702479339,0.30165289256198347,0.09504132231404959,0.04132231404958678,0.02066115702479339,0.0,0.8884297520661157,0.6157024793388429,0.008264462809917356
12,0.9504132231404959,0.03305785123966942,0.4256198347107438,0.02066115702479339,0.08264462809917356,0.0,0.028925619834710745,0.02066115702479339,0.028925619834710745
13,0.01652892561983471,0.6776859504132231,0.34710743801652894,0.049586776859504134,0.008264462809917356,0.0,0.9917355371900827,0.024793388429752067,0.008264462809917356
14,0.08264462809917356,0.19834710743801653,0.3677685950413223,0.4132231404958678,0.9380165289256198,0.004132231404958678,0.04132231404958678,0.06198347107438017,0.05371900826446281
15,0.9917355371900827,0.0,0.7892561983471075,0.09090909090909091,0.8884297520661157,0.004132231404958678,0.0,0.004132231404958678,0.028925619834710745
16,0.7148760330578512,0.004132231404958678,0.9132231404958677,0.09917355371900827,0.7024793388429752,0.0,0.008264462809917356,0.008264462809917356,0.06611570247933884
17,0.2768595041322314,0.012396694214876033,0.9710743801652892,0.012396694214876033,0.008264462809917356,0.0,0.01652892561983471,0.008264462809917356,0.05371900826446281
18,0.01652892561983471,0.7933884297520661,0.045454545454545456,0.004132231404958678,0.0,0.0,0.9256198347107438,0.1652892561983471,0.012396694214876033
19,0.0,0.9793388429752066,0.024793388429752067,0.008264462809917356,0.004132231404958678,0.0,0.0,0.028925619834710745,0.01652892561983471
20,0.004132231404958678,0.987603305785124,0.07851239669421488,0.045454545454545456,0.41735537190082644,0.004132231404958678,0.10743801652892562,0.05785123966942149,0.1487603305785124
21,0.012396694214876033,0.7024793388429752,0.23140495867768596,0.10330578512396695,0.19008264462809918,0.0,0.2809917355371901,0.33884297520661155,0.10743801652892562
22,0.08677685950413223,1.0,0.0743801652892562,0.1446280991735537,0.1652892561983471,0.008264462809917356,0.03305785123966942,0.11570247933884298,0.08677685950413223
23,0.1446280991735537,0.47107438016528924,0.28512396694214875,0.08677685950413223,0.09504132231404959,0.0,0.19834710743801653,0.48760330578512395,0.1115702479338843
24,0.012396694214876033,0.6859504132231405,0.19421487603305784,0.4628099173553719,0.9504132231404959,0.004132231404958678,0.05785123966942149,0.03305785123966942,0.024793388429752067
25,0.0,0.4132231404958678,0.07024793388429752,0.06198347107438017,0.008264462809917356,0.0,0.9917355371900827,0.05371900826446281,0.01652892561983471
26,0.8264462809917356,0.4834710743801653,0.41735537190082644,0.07024793388429752,0.03305785123966942,0.012396694214876033,0.01652892561983471,0.08264462809917356,0.2190082644628099
27,0.8347107438016529,0.512396694214876,0.06198347107438017,0.024793388429752067,0.03305785123966942,0.0,0.0,0.03305785123966942,0.19008264462809918
28,0.8140495867768595,0.9958677685950413,0.06198347107438017,0.012396694214876033,0.06198347107438017,0.0,0.0,0.004132231404958678,0.11983471074380166
29,0.8553719008264463,0.9793388429752066,0.13636363636363635,0.012396694214876033,0.11570247933884298,0.0,0.0,0.012396694214876033,0.17768595041322313
30,0.9049586776859504,0.08264462809917356,0.12396694214876033,0.02066115702479339,0.04132231404958678,0.0,0.0,0.004132231404958678,0.1322314049586777
31,0.012396694214876033,0.8760330578512396,0.256198347107438,0.32644628099173556,0.8429752066115702,0.0,0.2066115702479339,0.15289256198347106,0.024793388429752067
32,0.028925619834710745,0.8760330578512396,0.26859504132231404,0.4256198347107438,0.7148760330578512,0.004132231404958678,0.25206611570247933,0.44214876033057854,0.05785123966942149
33,0.024793388429752067,0.5619834710743802,0.34297520661157027,0.08677685950413223,0.06198347107438017,0.0,0.9628099173553719,0.2066115702479339,0.024793388429752067
34,0.01652892561983471,0.5537190082644629,0.1859504132231405,0.26859504132231404,0.8471074380165289,0.8760330578512396,0.2396694214876033,0.13636363636363635,0.02066115702479339
35,0.049586776859504134,0.008264462809917356,0.2190082644628099,0.1322314049586777,0.7396694214876033,0.045454545454545456,0.6157024793388429,0.10743801652892562,0.2190082644628099
36,0.028925619834710745,0.08677685950413223,0.359504132231405,0.09504132231404959,0.05785123966942149,0.0,0.7892561983471075,0.07024793388429752,0.05785123966942149
37,0.0,0.06198347107438017,0.01652892561983471,0.17768595041322313,0.9834710743801653,0.0,0.0,0.0,0.01652892561983471
38,0.0,0.6611570247933884,0.024793388429752067,0.10743801652892562,0.11983471074380166,0.9586776859504132,0.0,0.028925619834710745,0.028925619834710745
39,0.9752066115702479,0.13636363636363635,0.17355371900826447,0.012396694214876033,0.008264462809917356,0.004132231404958678,0.7066115702479339,0.07851239669421488,0.03305785123966942
40,0.049586776859504134,0.9380165289256198,0.2727272727272727,0.16115702479338842,0.2396694214876033,0.7148760330578512,0.1115702479338843,0.1446280991735537,0.045454545454545456
41,0.049586776859504134,0.7768595041322314,0.23140495867768596,0.19421487603305784,0.8223140495867769,0.06611570247933884,0.22727272727272727,0.16115702479338842,0.06198347107438017
42,0.0371900826446281,0.008264462809917356,0.16115702479338842,0.08264462809917356,0.04132231404958678,0.0,0.987603305785124,0.38016528925619836,0.012396694214876033
43,0.0371900826446281,0.06198347107438017,0.19834710743801653,0.1115702479338843,0.30578512396694213,0.004132231404958678,0.9421487603305785,0.6487603305785123,0.06198347107438017
44,0.024793388429752067,0.8347107438016529,0.09917355371900827,0.11570247933884298,0.5867768595041323,0.008264462809917356,0.004132231404958678,0.4834710743801653,0.12396694214876033
45,0.0,0.02066115702479339,0.049586776859504134,0.045454545454545456,0.359504132231405,0.0,0.012396694214876033,0.7066115702479339,0.10743801652892562
46,0.07851239669421488,0.4834710743801653,0.0743801652892562,0.24380165289256198,0.6735537190082644,0.1859504132231405,0.8223140495867769,0.384297520661157,0.06198347107438017
47,0.8016528925619835,0.045454545454545456,0.04132231404958678,0.07851239669421488,0.9958677685950413,0.0,0.004132231404958678,0.2809917355371901,0.10743801652892562
48,0.08264462809917356,0.987603305785124,0.371900826446281,0.09917355371900827,0.3140495867768595,0.03305785123966942,0.23140495867768596,0.049586776859504134,0.07851239669421488
49,0.004132231404958678,0.06198347107438017,0.3884297520661157,0.1652892561983471,0.128099173553719,0.0,0.9710743801652892,0.2190082644628099,0.049586776859504134
50,0.012396694214876033,0.0,0.028925619834710745,0.30578512396694213,0.9586776859504132,0.008264462809917356,0.9504132231404959,0.07851239669421488,0.06611570247933884
51,0.01652892561983471,0.15289256198347106,0.07851239669421488,0.1446280991735537,0.2975206611570248,0.02066115702479339,0.2024793388429752,0.8429752066115702,0.09917355371900827
52,0.008264462809917356,0.10330578512396695,0.2892561983471074,0.0743801652892562,0.06611570247933884,0.0,0.8140495867768595,0.5578512396694215,0.07024793388429752
53,0.38016528925619836,0.7603305785123967,0.04132231404958678,0.024793388429752067,0.09090909090909091,0.004132231404958678,0.7768595041322314,0.3305785123966942,0.024793388429752067
54,0.06198347107438017,0.9628099173553719,0.9297520661157025,0.024793388429752067,0.004132231404958678,0.0,0.0,0.024793388429752067,0.0371900826446281
55,0.8057851239669421,0.9793388429752066,0.07024793388429752,0.012396694214876033,0.13636363636363635,0.0,0.04132231404958678,0.012396694214876033,0.012396694214876033
56,0.049586776859504134,0.008264462809917356,0.1652892561983471,0.3305785123966942,0.9710743801652892,0.008264462809917356,0.6900826446280992,0.21487603305785125,0.028925619834710745
57,0.01652892561983471,0.1115702479338843,0.1859504132231405,0.1652892561983471,0.5330578512396694,0.03305785123966942,0.09504132231404959,0.7355371900826446,0.07024793388429752
58,0.0371900826446281,0.9793388429752066,0.049586776859504134,0.10743801652892562,0.731404958677686,0.004132231404958678,0.06198347107438017,0.4297520661157025,0.10743801652892562
59,0.024793388429752067,0.7933884297520661,0.11570247933884298,0.2231404958677686,0.7644628099173554,0.012396694214876033,0.04132231404958678,0.640495867768595,0.06611570247933884
60,0.7024793388429752,0.6033057851239669,0.09504132231404959,0.028925619834710745,0.008264462809917356,0.008264462809917356,0.2190082644628099,0.8471074380165289,0.028925619834710745
61,0.01652892561983471,0.8305785123966942,0.045454545454545456,0.0371900826446281,0.6528925619834711,0.0,0.004132231404958678,0.3884297520661157,0.128099173553719
62,0.004132231404958678,0.6694214876033058,0.024793388429752067,0.024793388429752067,0.45041322314049587,0.0,0.008264462809917356,0.6239669421487604,0.08677685950413223
63,0.01652892561983471,1.0,0.05785123966942149,0.02066115702479339,0.4214876033057851,0.0,0.028925619834710745,0.07024793388429752,0.10330578512396695
64,0.0,0.1487603305785124,0.17768595041322313,0.19834710743801653,0.5867768595041323,0.01652892561983471,0.5743801652892562,0.5247933884297521,0.0743801652892562
65,0.004132231404958678,0.8801652892561983,0.01652892561983471,0.02066115702479339,0.06198347107438017,0.0,0.049586776859504134,0.9545454545454546,0.024793388429752067
66,0.0,0.045454545454545456,0.05785123966942149,0.6446280991735537,0.9504132231404959,0.004132231404958678,0.0371900826446281,0.26859504132231404,0.14049586776859505
67,0.0,0.8181818181818182,0.128099173553719,0.2190082644628099,0.9710743801652892,0.0,0.049586776859504134,0.012396694214876033,0.012396694214876033
68,0.03305785123966942,0.5330578512396694,0.4669421487603306,0.08677685950413223,0.1859504132231405,0.004132231404958678,0.6859504132231405,0.384297520661157,0.07851239669421488
69,0.012396694214876033,0.45867768595041325,0.1859504132231405,0.11983471074380166,0.9710743801652892,0.008264462809917356,0.756198347107438,0.17768595041322313,0.008264462809917356
70,0.09504132231404959,0.07024793388429752,0.04132231404958678,0.08677685950413223,0.34710743801652894,0.9421487603305785,0.028925619834710745,0.008264462809917356,0.045454545454545456
71,0.012396694214876033,0.9297520661157025,0.09917355371900827,0.08677685950413223,0.35537190082644626,0.02066115702479339,0.4132231404958678,0.8429752066115702,0.049586776859504134
72,0.02066115702479339,0.9834710743801653,0.16942148760330578,0.09917355371900827,0.15289256198347106,0.0,0.10330578512396695,0.4297520661157025,0.11983471074380166
73,0.012396694214876033,0.9545454545454546,0.4628099173553719,0.0743801652892562,0.06611570247933884,0.004132231404958678,0.2231404958677686,0.34297520661157027,0.08677685950413223
74,0.028925619834710745,0.756198347107438,0.07024793388429752,0.2892561983471074,0.8223140495867769,0.024793388429752067,0.1322314049586777,0.8305785123966942,0.045454545454545456
75,0.9958677685950413,0.13636363636363635,0.3305785123966942,0.008264462809917356,0.03305785123966942,0.004132231404958678,0.05371900826446281,0.06611570247933884,0.0371900826446281
76,0.8181818181818182,0.6487603305785123,0.6322314049586777,0.012396694214876033,0.012396694214876033,0.0,0.128099173553719,0.03305785123966942,0.02066115702479339
77,0.008264462809917356,0.5413223140495868,0.07024793388429752,0.5165289256198347,0.9669421487603306,0.008264462809917356,0.06198347107438017,0.02066115702479339,0.09090909090909091
78,0.012396694214876033,0.17768595041322313,0.09504132231404959,0.07851239669421488,0.40082644628099173,0.008264462809917356,0.9256198347107438,0.2644628099173554,0.06611570247933884
79,0.02066115702479339,0.4628099173553719,0.08264462809917356,0.12396694214876033,0.17768595041322313,0.0,0.18181818181818182,0.9049586776859504,0.08264462809917356
80,1.0,0.7148760330578512,0.11570247933884298,0.004132231404958678,0.0371900826446281,0.0,0.012396694214876033,0.008264462809917356,0.004132231404958678
81,0.012396694214876033,0.11983471074380166,0.1115702479338843,0.12396694214876033,0.21074380165289255,0.0,0.4628099173553719,0.8801652892561983,0.07024793388429752
82,0.0,0.9586776859504132,0.10743801652892562,0.11570247933884298,0.371900826446281,0.004132231404958678,0.47520661157024796,0.7892561983471075,0.0371900826446281
83,0.04132231404958678,0.987603305785124,0.28512396694214875,0.11570247933884298,0.15289256198347106,0.0,0.1487603305785124,0.4214876033057851,0.12396694214876033
